Author,Comment,Published
@me1979h,"Wajar saja anak SMA gak bisa baca...lulusan S1 S2 S3 saja bedain fakta dan opini saja gak bisa, berita hoax dan berita yg sebenarnya saja mereka sulit menganalisa",2024-10-10T22:18:16Z
@satyawidagdo,teknologinya makin maju tapi kemampuannya malah ngga makin meningkat,2024-10-10T22:16:35Z
@Alex_berryman,"Dan anak Indonesia yang mau kuliah ke LN pun jadi susah, karena ijazah SMA sekarang tidak di terima lagi di LN",2024-10-10T22:16:28Z
@riskiwiatanto,"Saya mantan guru smk kejuruan, dan lebih memilih mundur dari sistem yang menurut saya sakit, daripada harus memaksa diri terus menerus membohongi nurani.",2024-10-10T22:16:10Z
@VejmR,"Kenapa sih orang pada masih aja kebalik, <br>Negara jadi kaya tuh bukan karena pendidikan mereka bagus, tapi pendidikan bagus tuh karena negaranya kaya. Kebiasaan banget salah mengartikan statistik",2024-10-10T22:15:02Z
@kecoakhitam,makasih bang udah speak up masalah pendidikan di negeri kita yang sudah memprihatinkan.,2024-10-10T22:14:33Z
@risqiajipangestu9685,Yang jadi pertanyaan kedepan apakah pemerintahan yg baru akan menjadikan sistem pendidikan ini menjadi evaluasi yang di anggap serius? Apakah ini sudah termssuk dalam penjajahan penerus bangsa? Saya merasa sedih miris ketika semua teori serasa nyata bahwa sistem pendidikan kita dilemahkan dan umat kita di jauhkan dari kepercayaannya masing masing. Saya selalu berdoa kepada kalangan atau siapapun yang terlibat dalam perjuangan untuk memperbaiki nasib bangsa kedepan. Karena walaupun harapan itu tipis tetapi masih ada harapan dari pada anggaran dipakai makan siang gratis kenapa ga di pakai untuk pemerataan itu tadi untuk semua instrumen pendidikan? Allahualam semoga dengan doa doa semua masyarakat indonesia lekas membaik jauhkan dari pemimpin yg dzalim yg bisa merusak bangsaa. Panjang umur perjuangan 🔥🔥🔥🔥🔥,2024-10-10T22:14:15Z
@frunstyal3187,"SD pake sistem jepang, SMP pake sistem jerman, SMA/SMK pake sistem finlandia... Kuliah pake sistem eropa",2024-10-10T22:13:56Z
@bagas14715,"Berarti seandainya Indonesia nerapin sistem pendidikan di Finlandia, negara kita malah tambah hancur krn pemerintah seperti biasa gk riset dlu",2024-10-10T22:13:12Z
@rickyyudhaprasetya167,Benar emang guru honorer emang selalu jadi yang serba salah. Dan selalu salah. Gaji gak seberapa kerja paling keras tapi kadang itu tidak masalah mau kerja keras kelas yang dipegang berprestasi yang senior malah iri hati. Dikucilkan lah guru honorer bisa apa melawan senior😊.  Kalau gak percaya coba aja sidak😊,2024-10-10T22:12:09Z
@FitrianiYudiantosugihardiyadi,"Masalah utama pendidikan, kurang sinergi nya semua pihak yang terlibat... Mendikbud nya aja ga paham pendidikan... Orang tua cuek sama anak, guru sibuk memenuhi kebutuhan dasar hidupnya terutama honorer dan swasta",2024-10-10T22:10:05Z
@ardianspvm2686,Pendidikan skrg dimanjakan dengan elektronik sperti negara maju bukannya anak makin tambah pintar dan paham sama plajaran mlah sebaliknya sangat miris skali pendidikan skrang di negara kita,2024-10-10T22:09:58Z
@rindangMA,"Kalau kondisi murid itu memang tidak boleh disalahkan. Kemampuan setiap orang itu gift dari Allah. Yang ga bisa baca itu jangan di judge. Bisa jadi mereka disleksia.<br>Yang salah itu sistem zonasi. Kalau tidak ada zonasi, saya yakin anak-anak yang berkebutuhan khusus itu ga akan lari ke sekolah umum karena peluang bisa masuk kecil sehingga mereka ke sekolah yang khusus.<br>Sekarang saya lihat anak-anak yang khusus ada di sekolah umum jadinya juga pihak sekolah juga bingung. Karena tidak semua sekolah itu sekolah inklusi. <br>Terus kalau saya lihat juga ada inklusi atau tidak juga tidak ngefek karena sudah tidak ada KKM tapi semua kemampuan murid dianggap beda-beda. Jadinya yaa ngapain cari guru inklusi. Ibaratnya gitu. Tapi ya kenapa cari juga. Harusnya pemerintah yang sadar dan mengirimkan guru inklusinya.<br>Oh iya, semua guru dituntut serba bisa hmm tapi selama ini tidak ada pelatihan inklusi. Dari kemarin murid yang berkebutuhan khusus didata doang sama pemerintah. Terus kedepannya ga tau deh. Semoga on process",2024-10-10T22:09:51Z
@imchloffy,"GA MURID GA GURU SAMA AJA, CUMA DIKIT YG WARAS",2024-10-10T22:09:49Z
@MuhamadPrasetyo-k3n,"sekedar curhat... gua juga miris ngerasain pendidikan di SINI wkwk, &#39;cause masa iya adik gua yg SMP tapi gatau sama sekali jawaban dari pertanyaan yg disediain sekolah?? apalagi pas gua tau pertanyaannya dasar bgt ajg, at least masa iya gua yg harus ngebantu terus jadi abangnya, gua bukannya males ngebantu adik gua belajar atau gimana, tapi kan di perspektif gua, adik gua disekolahin biar dia makin cerdas, yg gua bingung yg mana yg bener yg mana yg salah, apa adik gua yg blokgoblokgoblok apa emang sistemnya kurang apa gimana😅😅",2024-10-10T22:08:54Z
@cublique,"Bismillah kayake perlu ada penengah yg lebih wise<br><br>Ya kan jelas beda<br><br>negeri vs swasta<br><br>Umum vs kejuruan<br><br>Mungkin perlu mengambalikan ke konsep dasar masing2 sekolah<br><br>Negeri latar belakang apa, tujuan apa dll<br><br>Swasta latar  belaknag apa, tujuan apa dll<br><br>Dulu dalam perjalanan perkembanganya ada di mana org yg gak diterima masuk ke negeri maka masuk ke swasta<br><br>Ini MUNGKIN akan membuat beda motivasi anak dll<br><br>Contoh :<br><br>Si A seorang islam (biasa) pengen sekolah negeri, gak masuk, mau gak mau di sekolah kristen yg menurut info lulusan2 tedahulu, pendidikan &quot;umumnya&quot; gak kalah dg negeri.<br><br>Tapi..<br><br>Kan si A tadi perlu belajar pendidikan &quot;khusus&quot; jg di sana?<br><br>Belum lagi kalo membahas SMK<br><br>Banyak anak2 SMK itu hasil buangan dari sekolah negeri<br><br>Kayake<br><br>Penempatan konsep kurikulum merdekanya kurang tepat menurutku<br><br>Kudu ada dukungan pula pemahaman dr luar dunia pendidikan (baca : penerima kerja)<br><br>Misal :<br><br>1.<br><br>U/ bisa bekerja jadi pegawai negeri wajib lulusan umum yg negeri <br><br>Karena sekolah umum negeri di wajibkan mengajarakn materi2 kebangsaan dll dst<br><br>2.<br><br>U/ bisa kerja sebagai montir, perlu sekolah SMK<br><br>Tinggal montirnya montir negeri / swasta<br><br>Misal u/ staff PEMDA yg berkaitan dg montir, ya wajib SMK negeri karena perlu dididik materi2 kebangsaan dll dst<br><br>Supaya gak ada suap dll dst<br><br>3.<br><br>Jadi ketika mau kerja sebagai misal MUI, ya sudah gak cocok lagi kalo menerima dr sekolah asal umum yg negeri<br><br>Harusnya SWASTA yg mengajarkan agama islam<br><br>Allahualam",2024-10-10T22:07:12Z
@kartikametafisika6329,"zonasi bukan kbjakan mas menteri tapi dr jaman menteri sebelumnya, anak SMP tdk bisa baca dimulai dr kurikulum 2013 karena lulus TK tdk diwajibkan bs baca, masuk SD tidak diajarkan baca dr awal, peer belum selesai mas menteri bikin kurikulum customized mirip IB padahal di sekolah mahal IB aja carut marut dan bnyk emak2 yg kecewa apalagi di daerah😂",2024-10-10T22:06:52Z
@LLLLlll__0000,"Minum NZT aja yg banyak, ampe mulut busa, gpp mati yg penting pinter daripada hidup tapi gak bisa mikir",2024-10-10T22:06:51Z
@sdbakti925,Sekolah itu kelamaan jam nya. Dari pagi sampai sore 😑<br>Ber asap otak 🤯,2024-10-10T22:05:13Z
@febyfirmansyah,Knp sistem masuk sekolah ni gak ditentukan dinas saja,2024-10-10T22:04:47Z
@NutaaLuyaja,Sekolah Negeri berbanding terbalik di era 90an dulu bangga banget bisa masuk smp sma negeri favorit dan bakal malu klo masuk suwasta tapi skrg berbanding terbalik😂 CMIW,2024-10-10T22:02:59Z
@imanpanduwicaksono5304,"Mentri nya gak pernah ke lapangan, data dari anak buahnya berformat ABS,   mentri percaya2 aja.. habis generasi kita... generasi emas 2045 jangan mimpi lah.........hahhahahhahahah",2024-10-10T22:02:16Z
@whyme2.,Apakah kita akan masuk dalam masa kegelapan?,2024-10-10T22:01:40Z
@OrhanKarimBhaizan,"Mungkin memang mental bangsa kita begitu, gw aja jadi sarpras di sekolah susah banget mau ngadain fasilitas ini itu, yayasan maunya cuma nambah siswa sebanyak banyaknya (taukan biar apa) jadilah gua sarpras yg kerjaannya cuma ngajar doang sama promosiin sekolah 😂, temen temen gua malah sibuk ngurusin pmm dibanding ngajar, sibuk promosiin sekolah dibanding ngajar, yang penting absen 😂",2024-10-10T21:54:48Z
@sitachemist5937,"<a href=""https://www.youtube.com/watch?v=1qDL8bPuj_I&amp;t=393"">6:33</a> apa yg bisa diharapkan dari bapa-bapa asbun 😢",2024-10-10T21:54:40Z
@AlifianaRani,Kembalikan kurikulum catur wulan aja.,2024-10-10T21:53:55Z
@wawandarmaji7516,"Pak Nadiem said: &quot;kemampuan literasi bukan membaca tapi memahami konsep bacaan, dan numerasi bukan menghitung tapi mengaplikasikan konsep hitungan dalam konteks abstrak dan nyata&quot;<br><br>Mohon maaf pak, dengan segala hormat.<br>di lapangan, banyak siswa yang dalam calistung aja masih belum lancar/belum bisa sama sekali. bagaimana siswa harus memahami konsep bacaan jika membaca saja tidak bisa? bagaimana siswa bisa mengaplikasikan konsep hitungan jika membaca angka dan operasi hitung dasar saja masih kesulitan?. pemahaman konsep bacaan dan pengaplikasian konsep hitungan itu berada di level lanjutan. nah, untuk mencapai level lanjutan ini ya berarti kita harus pastikan siswa harus lulus di level dasarnya dulu. Ibarat main game, kita bakal kesulitan main di level 2,3,4, dst kalau kita belum bisa menyelesaikan level 1 dulu.",2024-10-10T21:50:50Z
@MegaQuran,"Pendidikan lagi caruk Maruk, si mulyono tetep ngebet bangun ikn dadakan.",2024-10-10T21:46:09Z
@rushdiahmad4428,Bang kalau mahu buat video jangan merokok. Video tentang pendidikan tetapi merokok,2024-10-10T21:45:49Z
@firdausedo7180,disisi lain banyak siswa yg cerdas namun minim adab,2024-10-10T21:43:55Z
@nugrohowisnumukti2406,Asik kali yaa ngonten sama Muhidin M Dahlan Partikelir Warung Arsip Mojok DOT com.<br><br>Semoga Bisa Bang.,2024-10-10T21:40:59Z
@agustinadwicahyani2039,"Gue sendiri cenderung condong klo kita kyknya lbh cocok ngikutin gaya Jepang, China, Korea.. ga 100% lah.. disesuaikan sama kondisi Indonesia.. ga ekstrim tpi generasi kita perlu di push buat lbh bnyk belajar dripada belajar yg hrs dibuat menyenangkan, jgn terlalu belajar..<br>Zonasi bikin dampak yg krng bgs krn fasilitas sekolah blm merata..<br>Keharusan naik kelas.. ya bisa diliat hasilnya apa.. lbh bnyk anak yg jdi masa bodo dan ga punya semangat belajar dan bersaing.. ah gpp ga bisa jga gue tetep naik kelas.. akibatnya anak SMP ga bisa baca, anak SMA hitung perkalian pembagian kacau..<br>Tetangga gue dah lulus SMA ngitung perkalian, pembagian.. padahal itu dasar ilmu hidup.. mereka sama sekali ga paham sama konsep yg ada.. Dasar loh bkn ilmu rumit yg gimana..<br>Perlu dirombak bnyk hal.. malah kyknya msh mending kurikulum jaman jadul dripada jaman sekarang..<br>Satu lagi, minat anak belajar jdi menurun drastis dan ini bahaya.. gurunya dah jungkir balik nyisihin waktu lbh bnyk, menjelaskan dan nambah bimbingan ga akan berguna klo dri anaknya ogah²han, ga mau usaha.. nalar kta Pak Mentri.. yg gue temukan anak malah makin ngawur nalarnya, berpikir kritis bnyk yg nyeleneh dan salah kaprah.. boro² mau memahami isi bacaan dan literasi.. wong baca aja masih gagap.. msh ngeja.. dimana pikirannya?? Hellow yg udh lancar baca aja msh bnyk yg oon soal literasi apalagi yg ga lancar baca dan ga bisa baca.. gue pengen nyecer mentri pendidikan dpn mukanya..",2024-10-10T21:40:54Z
@hermanngoering135,"Sekolah kita rambut dan seragam ada standarnya ttp aj di masyarakat gak disiplin. Murid disuruh lebih aktif drpd guru tapi media cuman buku doank di sekolah, habis tuh bukunya buku paket lagi. BOS yang bagusnya buat nambal atau disediain buat fasilitas sekolah di makan guru juga dgn alasan honorer, seharusnya kesejahteraan mereka di perhatikan tanpa ngorbanin kebutuhan murid. Kalo mau nyoba praktek barat jangan setengah setengah, dari kebebasan pendapat dan ekspresi gak dikekang",2024-10-10T21:40:32Z
@guruamatiran7110,Anehnya itu sebenarnya banyak guru yang tidak setuju kurikulum ini tp mereka tetap menggunakan kurikulum ini dengan alasan ini aturan sekarang.,2024-10-10T21:40:26Z
@lyanlavista4690,"Zonasi ini emang ngeselin banget anjiiirrr dari pertama kali diberlakukan, kacau! Masyarakat terus jadi korban nya. Adek gue nilai bagus tapi &#39;terpaksa&#39; beli kursi perkara rumah ga masuk zonasi. Udah &#39;dipaksa KKN&#39; ehh.... status nya &#39;bayangan&#39; pulak, dipaksa terdiskriminasi... Gembel !",2024-10-10T21:38:26Z
@danangbudisantoso2938,Intinya saya sangat setuju dengan isi video ini. Saya sendiri kepikiran gimana anak saya nanti kalau sistem pendidikan kita seperti ini. Pusiiing,2024-10-10T21:35:51Z
@PerwiraJaya-x7k,Mirisnya...ada bapak yang punya anak yang sudah SMA lelaki lagi...kerja tugas sejarah...di suruh cari tentang kerajaan² hindu di indonesia...malah Bapaknya yang catat cari tugas lwat hp..sedangkan anak llakinya main game breng tmn²nya.....,2024-10-10T21:30:41Z
@aldyzero6676,"Pendidikan di era sekarang:<br><br>1. Sengaja membuat pelajar menjadi lebih bodoh supaya mudah diatur (untuk menjadi budak korporat atau buruh gaji rendah yg tidak akan berani memberontak) kedepannya.<br>Ingat ini: &quot;orang bodoh akan mudah diatur dan diadu domba, sementara orang pintar akan sulit diatur dan cenderung memberontak&quot;.<br><br>2. Dijadikan ladang bisnis, ladang korupsi, dan ladang pencucian uang mau itu KJP atau dana BOS dkk.<br><br>3. Asal main copy-paste kurikulum dari berbagai negara karena fomo tanpa mau berbenah diri terlebih dahulu, tidak mau mengerti perbedaan SDM dan tidak menguji terlebih dahulu sistemnya.<br><br>4. Dipimpin oleh menteri yg gak tau apa-apa soal pendidikan akibat politik balas budi.<br><br>5. (Silahkan tambah sendiri)<br><br>Edit di nomer 1 dikarenakan masih <b>ada</b> yg TIDAK PAHAM konteksnya 🤦‍♀️",2024-10-10T21:26:30Z
@piimanXD,"Saya mahasiswa Praktikan FKIP di salah satu SMA Negeri dengan 5 branding, saya ngajar Bahasa Inggris, murid-murid disini, setidaknya kelas yang saya ajar kelas 10-12, tidak ada satu kelaspun yang tahu soal bilangan bertingkat dalam bahasa inggris.<br><br>BTW, saya kurikulum KTSP gang!",2024-10-10T21:24:47Z
@veliaputrisetiawan1548,Harusnya yg jdi mentri pendidikan biarawati atau suster&quot; Katolik 😅,2024-10-10T21:24:27Z
@Maaxx4u,Bang tolong bahas Indonesia vs Wasit bahrain bangsatttt emosi,2024-10-10T21:23:14Z
@ukhtialiyah4850,Makasih bang udah jadi konten kreator yg punya otak. Bikin konten ga aneh2 ...,2024-10-10T21:23:07Z
@firdausrakbar4421,"Kalau muridnya gak bisa jawab phytagoras dan bahan pokok, tdk bisa membaca salahnya gurunya dunk bagaimana metode pengajarannya (knp gak dibahas ini) gmn cara mengajar gurunya,knp anda malah video nadiem, coba hitung kebutuhan ideal guru brp, apakah Honorer guru direkrut professional, tidak ada unsur KKN( memang bukan generalisasi)? Coba anda hitung butuh brp anggarannya utk sarpras yg dibutuhkan (dananya dr mana), Anggaran yg diberikan biasanya utk kesejahteraan di sekolahnya kan? dan mnrt pribadi yg salah itu saat ini byk dipertontonkan gaya Hidup mewah.",2024-10-10T21:20:21Z
@zoomchannel2550,"Kembalikan UNAS, DANEM.<br><br>HAPUS ZONASI, OLD SCHOOL TERBUKTI LEBIH BAIK.",2024-10-10T21:16:22Z
@Dungsir23,"sekolah aja gak peduli kita paham atau tidak sama pelajarannya, nilai ujian jelek juga cuma di suruh remedial berupa tugas, udh nilai rapot aman kkm. siswa di takut takuti gak naik kelas kalau tugas tidak lengkap, ya faktor ini ngedorong siswa nyontek dan males, karena siswa gak paham pelajarannya, tapi di suruh ngerjain tugas. faktanya guru pun tutup mata saat tau siswa nyontek, ya makin makin dong nyonteknya, merasa gak ketahuan karena gak ada yang negur. semua itu cuma untuk akreditasi. menurut saya sih yang paling dasar pendidikan di indonesia ini tuh kurang keras dan tegas aja, siswa di beri kebebasan tapi terlalu bebas tanpa aturan. contoh pasti setiap guru kiler yang ngajar pasti lebih masuk pelajarnnya, kita lebih fokus, dan serius, kalau yang ngajar guru asik malah pada ngelunjak, tugas dan pr di sepelein, hasil belajarnya pun lebih mudah lupa. memang saat guru asik, kita jadi tidak tegang dan tidak ragu untuk bertanya, dan proses belajar mengajar pun bisa tersampai kan. tapi hal tersebut malah menjadi pedang bermata dua, siswa jadi tidak memiliki rasa hormat, dan guru pun kehilangan harkatnya sebagai pengajar. istilah &quot;INDONESIA NEGARA TERSANTAI&quot; ini harus bener bener di ubah sih.<br><br><br>fakta terakhir, sekolah terpaksa mengusahakan akreditasi tinggi agar anggaran juga tinggi. itu sih faktor paling dasar, yang saya tau guru-guru juga mau keras, sebenarnya sekolah kalian saat ini terutama yang merasa relate dengan masalah di atas lebih dari 50% siswa dalam setiap kelas berpotensi tidak naik kelas, tetapi guru-guru terpaksa menaikan nilai kalian karena masalah anggaran ini. siklusnya seperti ini lah. &quot;siswa nilai jelek dan tidak naik kelas = akreditasi rendah = anggaran rendah = gaji pengajar rendah&#39; = pengajar menaikan nilai = nilai siswa tinggi dan naik kelas = akreditasi naik = anggaran naik = gaji naik&quot;",2024-10-10T21:14:15Z
@juliadinugroho8683,"cung yang pernah ngerasain  ujian dr mulai catur wulan berubah jadi semester, UN dr 3 pas smp lalu di sma  tambahkan  ipa . masuk saingan test masuk sma test 😅😅",2024-10-10T21:04:55Z
@HobbyTom64,Menteri terkon...l abad ini,2024-10-10T20:48:18Z
@guruamatiran,Saya nyimak saja…..,2024-10-10T20:47:57Z
@asanonaganori-e6e,"dulu karena tinggal kelas, gw jd sadar, bahwa waras itu penting",2024-10-10T20:46:59Z
@hadifebrian8099,"LU TAU GA?<br>YANG BIKIN LEBIH NYESEK DARI SEMUA INI?<br>MENTERI PENDIDIKAN YANG PUNYA STARTUP UNICORN KEBANGGAAN JOKOWI MAS MENTERI NADIEM MAKARIM, KEKAYAANNYA DI JAMAN DIA MENJABAT DI PERIODE KE 2 JOKOWI INI, KEKAYAANNYA NAIK 300 PERSEN, BAYANGIN 300 PERSEN (±290 persen sih)<br>SEDANGKAN GURU HONORER DIBAYAR SEADANANYA 😂😂😂<br>UDAH BUBAR AJA LAH NEGARA INI<br>NAU NGAPAIN LAGI JUGA COBA ANJING",2024-10-10T20:44:57Z
@muhammadandreasmuriaperwir8944,"Ada satu paradox yang bisa gua simpulkan disini &quot; Kualitas manusia suatu negara ditentukan oleh kualitas penyelenggara negara, sebaliknya penyelenggara negara yang baik ditentukan dari masyarakat yang berkualitas &quot;",2024-10-10T20:42:29Z
@unggulBahari,"Semua itu perkara menjaga kehormatan dari keluarga sehingga anak yg tidak pantas tetap naik dan lulus agar keluarga dan anak tak Malu 🧐 sehingga di masa depan anak rela melakukan apa saja demi kehormatan meskipun dengan jalur yg dalah korupsi, nepotisme, dan kekerasan demi menjaga nama baik dan strata keluarga dia rela melakukan apapun agar tak terlihat gagal",2024-10-10T20:40:39Z
@afikrio6253,jangan lupa ada COVID,2024-10-10T20:39:35Z
@adyanon240,Pusing pusing,2024-10-10T20:36:33Z
@bimshake,&quot;Just hyper experiment the hell out of everything you do&quot; 😂,2024-10-10T20:33:03Z
@LAGI-YOK,Menteri Nadim ha..ha 😂😂,2024-10-10T20:32:07Z
@tokekacil2046,"Hai rakyatku. Karena banyaknya kaum kurang mampu untuk berpendidikan swasta. Maka sekolahan pendidikan negeri ini saya batasi jangkauan kalian agar kalian tidak memiliki akses persaingan di luar permukiman kalian. Jadi persaingan kalian hanya di tempat tinggal kalian saja. Sementara persaingan di republik ini hanya kaum2 tertentu.<br><br>Oh iya. Ada satu lagi. Sengaja bahasa inggris tidak saya wajibkan di negara ini. Karena untuk menjangkau lingkungan internasional cukup orang tertentu saja. Kalian wahai rakyat cukul belajar di dekat rumah saja.<br><br>Pepatah baru &quot;Tuntutlah Ilmu di dekat rumahmu, biar org tertentu saja yang memiliki ilmu lebih dari kalian&quot;<br><br>Salam dari nadimu karem",2024-10-10T20:31:38Z
@rakyatindonesiabiasa,Indonesia wajib CEMAS,2024-10-10T20:31:31Z
@jazzjihanaziz,"Saya kerja di Kemdikbud, tapi saya gak marah nonton video ini. pengen ungkapin banyak isu isu disini tapi gak bisa vokal. ada etika yang membatasi.",2024-10-10T20:30:49Z
@pengikutgie448,"Bang nanya dong saya, gimana caranya kita tau kalo pemerintah bisa liat konten2 yang seperti ini biar bisa di pertimbangkan lagi, apakah kebijakannya sudah sesuai atau belum dengan yang di lapangan",2024-10-10T20:24:00Z
@Iqbal_Aryadia,"Enggak ngincer jadi mentri pendidikan kan bang ???<br>Kurikulum merdeka bagus, tapi butuh parenting kontrol yg ketat keluarga di rumah dan harus bisa mengarahkan anak dikeluarga masing2 untuk jadi apa kedepannya sesuai minat dan bakat. Tapi bagi kita yg hidup diera kegelapan kita sudah terbiasa/dibiasakan untuk berkompetisi, yg kuat mental tinggal kelas ya tetep sekolah, yg gak kuat ya keluar/pindah sekolah, dan kalau keluar sekolah pun mereka tidak nganggur alias belajar kerja. Beda dengan sekarang yg sarjana banyak yg santai gak nyari kerja. Apa karena janji ribuan lapangan pekerjaan belum terealisasi? Tapi anehnya, kita malah seneng kerja diluar negri daripada dinegri sendiri, sedangkan kita malah impor pekerja dari luar negri, ada apa dengan negara ini?🤔🤔🤔<br>Tambahan nih bang, harusnya tiap mapel penting itu ada standart kenaikan kelas/kelulusan, misal nihnya boleh naik kelas/lulus apabila pelajaran ini mendapat nilai sekian, misal ppkn/IPS/bahasa indonesia nilai yg lain terserah karena bakat setiap anak berbeda2, pengalaman saya, saya sekolah smk yg sesuai dg minat saya, ya saya fokus dengan pelajaran yg saya minati dan hasilnya nilai tertinggi saya di mapel yg saya mainati. Yg lain zonk mah gak masalah karena yang saya minati kan hanya itu, dan yg lain kan  bonus. Tapi ya tetep ada batas minimalnya. Dan contoh aja bedakan standart mapel matematika di SMA dengan SMK kecuali yg administrasi kantor ya. Orang teknik mesin gak ngitung duit milyaran, paling ngukur sudut kemiringan panjang lebar diameter 😂😂😂",2024-10-10T20:19:07Z
@rakyatindonesiabiasa,miris sangat miris,2024-10-10T20:15:52Z
@YulokTerdes,"emang mujaer efendy ga pantes mimpin apa2, dan anehnya dia dipertahanin ya cuman ganti instansi doang",2024-10-10T20:15:00Z
@rositaagung2006,"Gak cuma fasilitas nya aja sih yang harus diperbaiki,karena kalau mau paham materi dasar aja anak anak Indonesia dari sebagian sekolah butuh bimbel tambahan agar bisa meningkatkan pengetahuan,ya mungkin di Finlandia balik sekolah mereka belajar karena lingkungan mereka sudah menormalisasi itu,tapi di Indonesia beberapa anak abis sekolah ya main,PR pun sepertinya gak ada lagi",2024-10-10T20:13:44Z
@yashacchi1026,"adeku msi SD dan terlihat kacau kurikulumnya, terlalu cepat loncat ke bab lain padahal di bab sebelumnya si anak gk ada yg ngerti.<br>dan soal2 untuk kelas 3 udah susah bgt, diperparah gurunya masih gaptek T_T",2024-10-10T20:10:57Z
@afdalali5613,"Gua baru tau sistem pendidikan di Indonesia seperti ini. Gua kelulusan thn 2010 ya 2010 k ats gua gk tau lagi sistem pendidikan di Indonesia. <br><br>Kalau sistem pendidikan di Indonesia seperti ini, gak heran klw ank2 skrg seperti ini. <br>Astaghfirullah.... Gua yg sering ngata2in ank sekarang, setelah nonton video ini gua jadi sedih dan merasa bersalah. <br><br>Semoga mutu pendidikan di Indonesia makin bagus lah kedepan nya.",2024-10-10T20:08:55Z
@suarakebenaran9010,"Menurut gw Indonesia gak cocok mengadopsi sistem pendidikan Finland atau negara barat lainya, gak sesuai kultur Asia. Apalagi tipe orang Indonesia harus dipaksa buat belajar. Lebih cocok ngadopsi sistem pendidikan China, Korea Selatan, atau jepang, yang yang dipaksa siswa nya untuk belajar, dan punya daya kompetisi . Ini menurut gw. Jujur aja gw lulusan SMK, 20 tahun lalu,<br> pernah ada anak Trainining /PKL dari SMK yang sama dengab  gw sekolah dulu dikerjaan gw, mereka gak nguasai dasar2 ilmu kejuruan nya. Gilaa bener. Dulu lulusan SMK itu bener setara diploma ilmunya karena harus siap kerja. Ini yang salah siapa?.<br><br> Jaman gw dulu , sekolah berbayar.  <br>Nah gw setuju sekarang sekolah negeri  gratis, tapi subsidi gak tepat sasaran, karena yang nilai tinggi biasanya kelas memengah. Yang miskin malah masuk swasta yang berbayar. Sistem zonasi gw sedikit setuju selama tepat sasaran. Artinya gw setuju sekolah negeri diprioritasin buat yang kurang mampu. Bukan sekedar nilai yang masuk kesitu. Tapi...  Kip dan KJP (di jakarta) banyak gak tepat sasaran dan di manfaatkan oleh ortu2 gak bertangung jawab. Belum lagi masalah stunting",2024-10-10T20:07:54Z
@bimademahendra,"Ini beneran sistem zonasi banyak dampak negatifnya, saya dulu magang menjadi guru di sebuah smp di Batu Jawa Timur juga merasakan dampak negatif sistem zonasi ini, sebelum di mulai zonasi di smp saya magang sangat merata kecerdasan pola pikir siswa  setelah di terapkan zonasi sangat berbanding terbalik yang aslinya merata malah mohon maaf malah tidak kompeten, yang biasanya aktif malah jadi pasif para peserta siswa barunya, kemudian pengalaman yang saya alami di daerah saya yaitu Pandaan Pasuruan Jawa Timur, sekarang Pendidikan yang berbasis negeri malah menurun dan cenderung yang berbasis Swasta yang makin maju, pendidikan negeri malah stuck dan relatif tidak ada perubahan sedangkan yang swasta makin bertambah baik, Kemudian dari zonasi ini juga muncul di daerah saya praktik jual beli bangku dengan harga yang ga wajar. Orang orang di daerah saya juga lebih memilih sekolah swasta daripada membayar bangku yang kualitasnya di situ situ aja",2024-10-10T20:03:12Z
@SmackdowNdasmu,🔥,2024-10-10T20:00:59Z
@Lenterateras,Spilll kacamata bang,2024-10-10T19:59:30Z
@mamahlina5115,Nadiem mana ngerti fundamental problem pendidikan Indonesia.,2024-10-10T19:51:24Z
@bijonearc3233,"Saat sekolah dulu saya ngerasa diri paling b0d0h<br>Tapi melihat anak-anak sekarang membuat saya merasa lebih agak mendingan, 🤣 <br>Selogan Indonesia Emas 2045 benar adanya<br>Emas itu kuning, kuning itu T41k 😭🤣",2024-10-10T19:49:46Z
@Udin-fx6ye,Pantesan kekayaan doi naek 300%,2024-10-10T19:49:29Z
@daviano_R.T.,"Itulah kenapa orang yang berkemampuan sekarang memilih untuk menuju sekolah swasta karena tidak mau ribet dengan urusan zonasi😅 sekarang gimana mau gk males coba? kayak yang kakak bilang di video, terkadang system sama sekali gk bisa memvalidasi apakah calon murid memang tinggal di daerah yang di up ke data pendaftaran, atau alamat itu merupakan sementara/baru pindah dalam kurun waktu yang terlalu dekat😅 dan terkadang beberapa alamat yang sama yang tidak dalam satu kk pun lolos dari system tanpa adanya flag/kecurigaan kecurangan😅  sekarang ya jangan salahkan wali murid kalau banyak yang protes karena jelas mereka merasa dirugikan😂",2024-10-10T19:48:51Z
@muhammadwildanalgifari6945,"Btw, calon Mendikbud yang akan datang konon adalah rektor UPI (Universitas Pendidikan Indonesia). Tahu dong, UPI kan kampus eks IKIP alias kampus keguruan nomor satu. Tapi sebagai alumni UPI, gw gak terlalu bangga karena track recordnya yang gak terlalu mentereng selama dia mengelola UPI (kecuali kebijakan pembangunannya yang masif). Tapi setidaknya mudah-mudahan sebagai orang yang jelas berasal dari dunia pendidikan tidak mengulangi apa-apa yang menjadi kesalahan sekarang",2024-10-10T19:48:44Z
